national_park,pos,review_year,tokens,counts
Badlands National Park,NOUN,2017,sturgis,1
Badlands National Park,NOUN,2017,subtlety,1
Badlands National Park,NOUN,2017,summer,7
Badlands National Park,NOUN,2017,summers,2
Badlands National Park,NOUN,2017,summertime,1
Badlands National Park,NOUN,2017,sundown,1
Badlands National Park,NOUN,2017,sunglasses,1
Badlands National Park,NOUN,2017,sunlight,1
Badlands National Park,NOUN,2017,sunrise,6
Badlands National Park,NOUN,2017,sunseeker,1
Badlands National Park,NOUN,2017,sunset,14
Badlands National Park,NOUN,2017,sunsets,1
Badlands National Park,NOUN,2017,surface,1
Badlands National Park,NOUN,2017,surfaces,2
Badlands National Park,NOUN,2017,surprise,2
Badlands National Park,NOUN,2017,surroundings,2
Badlands National Park,NOUN,2017,system,1
Badlands National Park,NOUN,2017,tacos,1
Badlands National Park,NOUN,2017,taking,1
Badlands National Park,NOUN,2017,talk,1
Badlands National Park,NOUN,2017,talks,1
Badlands National Park,NOUN,2017,task,1
Badlands National Park,NOUN,2017,teens,2
Badlands National Park,NOUN,2017,temp,1
Badlands National Park,NOUN,2017,temperatures,1
Badlands National Park,NOUN,2017,tempting,1
Badlands National Park,NOUN,2017,tennis,2
Badlands National Park,NOUN,2017,tents,1
Badlands National Park,NOUN,2017,terrain,10
Badlands National Park,NOUN,2017,teton,2
Badlands National Park,NOUN,2017,texture,1
Badlands National Park,NOUN,2017,textures,2
Badlands National Park,NOUN,2017,thanks,1
Badlands National Park,NOUN,2017,theday,1
Badlands National Park,NOUN,2017,theodore,1
Badlands National Park,NOUN,2017,thing,3
Badlands National Park,NOUN,2017,things,4
Badlands National Park,NOUN,2017,though,1
Badlands National Park,NOUN,2017,thought,1
Badlands National Park,NOUN,2017,thousands,3
Badlands National Park,NOUN,2017,thru,1
Badlands National Park,NOUN,2017,thunder,1
Badlands National Park,NOUN,2017,thursday,2
Badlands National Park,NOUN,2017,time,65
Badlands National Park,NOUN,2017,times,10
Badlands National Park,NOUN,2017,today,2
Badlands National Park,NOUN,2017,toilet,1
Badlands National Park,NOUN,2017,tons,3
Badlands National Park,NOUN,2017,topography,3
Badlands National Park,NOUN,2017,total,3
Badlands National Park,NOUN,2017,tour,6
Badlands National Park,NOUN,2017,tourist,3
Badlands National Park,NOUN,2017,tourists,1
Badlands National Park,NOUN,2017,tower,1
Badlands National Park,NOUN,2017,town,13
Badlands National Park,NOUN,2017,towns,5
Badlands National Park,NOUN,2017,trading,1
Badlands National Park,NOUN,2017,traffic,6
Badlands National Park,NOUN,2017,trail,37
Badlands National Park,NOUN,2017,trailer,1
Badlands National Park,NOUN,2017,trailhead,1
Badlands National Park,NOUN,2017,trails,39
Badlands National Park,NOUN,2017,training,1
Badlands National Park,NOUN,2017,trap,1
Badlands National Park,NOUN,2017,travel,1
Badlands National Park,NOUN,2017,travellers,1
Badlands National Park,NOUN,2017,travels,1
Badlands National Park,NOUN,2017,treasure,1
Badlands National Park,NOUN,2017,treasures,2
Badlands National Park,NOUN,2017,treats,2
Badlands National Park,NOUN,2017,tree,1
Badlands National Park,NOUN,2017,trees,2
Badlands National Park,NOUN,2017,trip,35
Badlands National Park,NOUN,2017,tripadvisor,1
Badlands National Park,NOUN,2017,trips,1
Badlands National Park,NOUN,2017,tuff,1
Badlands National Park,NOUN,2017,turn,4
Badlands National Park,NOUN,2017,turnoff,1
Badlands National Park,NOUN,2017,turnoffs,1
Badlands National Park,NOUN,2017,turnout,1
Badlands National Park,NOUN,2017,turnouts,1
Badlands National Park,NOUN,2017,twilight,1
Badlands National Park,NOUN,2017,twitter,1
Badlands National Park,NOUN,2017,type,2
Badlands National Park,NOUN,2017,types,1
Badlands National Park,NOUN,2017,uniqueness,1
Badlands National Park,NOUN,2017,unit,1
Badlands National Park,NOUN,2017,united,1
Badlands National Park,NOUN,2017,utah,2
Badlands National Park,NOUN,2017,vacation,2
Badlands National Park,NOUN,2017,valley,3
Badlands National Park,NOUN,2017,valleys,4
Badlands National Park,NOUN,2017,value,1
Badlands National Park,NOUN,2017,variety,8
Badlands National Park,NOUN,2017,vault,1
Badlands National Park,NOUN,2017,vegetation,1
Badlands National Park,NOUN,2017,vehicle,6
Badlands National Park,NOUN,2017,vehicles,1
Badlands National Park,NOUN,2017,vertigo,1
Badlands National Park,NOUN,2017,video,3
Badlands National Park,NOUN,2017,vies,1
Badlands National Park,NOUN,2017,view,15
Badlands National Park,NOUN,2017,viewing,1
Badlands National Park,NOUN,2017,viewpoints,6
Badlands National Park,NOUN,2017,views,54
Badlands National Park,NOUN,2017,visit,11
Badlands National Park,NOUN,2017,visitor,34
Badlands National Park,NOUN,2017,visitors,19
Badlands National Park,NOUN,2017,visits,1
Badlands National Park,NOUN,2017,vista,2
Badlands National Park,NOUN,2017,vistas,7
Badlands National Park,NOUN,2017,wagons,1
Badlands National Park,NOUN,2017,wait,1
Badlands National Park,NOUN,2017,wake,1
Badlands National Park,NOUN,2017,walk,3
Badlands National Park,NOUN,2017,walking,2
Badlands National Park,NOUN,2017,walks,7
Badlands National Park,NOUN,2017,walkways,4
Badlands National Park,NOUN,2017,wall,25
Badlands National Park,NOUN,2017,warning,1
Badlands National Park,NOUN,2017,water,17
Badlands National Park,NOUN,2017,ways,1
Badlands National Park,NOUN,2017,weather,8
Badlands National Park,NOUN,2017,week,5
Badlands National Park,NOUN,2017,weekend,2
Badlands National Park,NOUN,2017,weeks,1
Badlands National Park,NOUN,2017,were10,1
Badlands National Park,NOUN,2017,west,9
Badlands National Park,NOUN,2017,westward,1
Badlands National Park,NOUN,2017,white,1
Badlands National Park,NOUN,2017,whitetail,1
Badlands National Park,NOUN,2017,wife,2
Badlands National Park,NOUN,2017,wilderness,2
Badlands National Park,NOUN,2017,wildfires,1
Badlands National Park,NOUN,2017,wildlife,33
Badlands National Park,NOUN,2017,wind,4
Badlands National Park,NOUN,2017,winding,2
Badlands National Park,NOUN,2017,window,9
Badlands National Park,NOUN,2017,windows,3
Badlands National Park,NOUN,2017,winter,1
Badlands National Park,NOUN,2017,wish,1
Badlands National Park,NOUN,2017,wolf,1
Badlands National Park,NOUN,2017,wonder,7
Badlands National Park,NOUN,2017,wonderland,1
Badlands National Park,NOUN,2017,words,2
Badlands National Park,NOUN,2017,world,6
Badlands National Park,NOUN,2017,worth,1
Badlands National Park,NOUN,2017,yards,1
Badlands National Park,NOUN,2017,year,4
Badlands National Park,NOUN,2017,years,7
Badlands National Park,NOUN,2017,yellow,1
Badlands National Park,NOUN,2017,yellow!there,1
Badlands National Park,NOUN,2017,yellowstone,6
Badlands National Park,NOUN,2017,york,1
Badlands National Park,NOUN,2017,yosemite,1
Badlands National Park,NOUN,2017,zillion,1
Badlands National Park,NOUN,2017,zion,2
Badlands National Park,NOUN,2018,a.m.,1
Badlands National Park,NOUN,2018,ability,1
Badlands National Park,NOUN,2018,access,2
Badlands National Park,NOUN,2018,accommodation,1
Badlands National Park,NOUN,2018,accommodations,1
Badlands National Park,NOUN,2018,acres,1
Badlands National Park,NOUN,2018,activities,1
Badlands National Park,NOUN,2018,activity,1
Badlands National Park,NOUN,2018,addition,3
Badlands National Park,NOUN,2018,address,1
Badlands National Park,NOUN,2018,admission,1
Badlands National Park,NOUN,2018,adult,3
Badlands National Park,NOUN,2018,adults,1
Badlands National Park,NOUN,2018,advance,1
Badlands National Park,NOUN,2018,advantage,3
Badlands National Park,NOUN,2018,adventure,2
Badlands National Park,NOUN,2018,advisor,1
Badlands National Park,NOUN,2018,affects,1
Badlands National Park,NOUN,2018,afternoon,4
Badlands National Park,NOUN,2018,ages,4
Badlands National Park,NOUN,2018,aggr,1
Badlands National Park,NOUN,2018,allenjoy,1
Badlands National Park,NOUN,2018,alligators,1
Badlands National Park,NOUN,2018,allot,1
Badlands National Park,NOUN,2018,amazement,1
Badlands National Park,NOUN,2018,ambulance,1
Badlands National Park,NOUN,2018,america,2
Badlands National Park,NOUN,2018,american,1
Badlands National Park,NOUN,2018,americans,1
Badlands National Park,NOUN,2018,amount,4
Badlands National Park,NOUN,2018,amphitheater,2
Badlands National Park,NOUN,2018,amphitheatre,1
Badlands National Park,NOUN,2018,angle,1
Badlands National Park,NOUN,2018,animals,13
Badlands National Park,NOUN,2018,anniversary,1
Badlands National Park,NOUN,2018,annual,1
Badlands National Park,NOUN,2018,answer,1
Badlands National Park,NOUN,2018,antelope,6
Badlands National Park,NOUN,2018,antelopes,1
Badlands National Park,NOUN,2018,anyone,3
Badlands National Park,NOUN,2018,anything,8
Badlands National Park,NOUN,2018,apex,1
Badlands National Park,NOUN,2018,appreciation,1
Badlands National Park,NOUN,2018,approx,1
Badlands National Park,NOUN,2018,arches,1
Badlands National Park,NOUN,2018,area,42
Badlands National Park,NOUN,2018,areas,15
Badlands National Park,NOUN,2018,aspect,1
Badlands National Park,NOUN,2018,assault,1
Badlands National Park,NOUN,2018,astronomy,1
Badlands National Park,NOUN,2018,attention,1
Badlands National Park,NOUN,2018,attraction,2
Badlands National Park,NOUN,2018,attractions,3
Badlands National Park,NOUN,2018,august,1
Badlands National Park,NOUN,2018,awesomeness,1
Badlands National Park,NOUN,2018,babes,1
Badlands National Park,NOUN,2018,babies,3
Badlands National Park,NOUN,2018,baby,1
Badlands National Park,NOUN,2018,backdrop,1
Badlands National Park,NOUN,2018,bad.”i,1
Badlands National Park,NOUN,2018,badger,1
Badlands National Park,NOUN,2018,badges,1
Badlands National Park,NOUN,2018,badkands,1
Badlands National Park,NOUN,2018,badland,1
Badlands National Park,NOUN,2018,badlands,143
Badlands National Park,NOUN,2018,badlandsfor,1
Badlands National Park,NOUN,2018,badllands,1
Badlands National Park,NOUN,2018,bandland,1
Badlands National Park,NOUN,2018,bands,1
Badlands National Park,NOUN,2018,bargain,1
Badlands National Park,NOUN,2018,barren,1
Badlands National Park,NOUN,2018,bars,1
Badlands National Park,NOUN,2018,bathrooms,6
Badlands National Park,NOUN,2018,battery,1
Badlands National Park,NOUN,2018,beach,1
Badlands National Park,NOUN,2018,bear,2
Badlands National Park,NOUN,2018,beauty,17
Badlands National Park,NOUN,2018,beds,1
Badlands National Park,NOUN,2018,benches,2
Badlands National Park,NOUN,2018,bend,1
Badlands National Park,NOUN,2018,bidwell,1
Badlands National Park,NOUN,2018,bighorn,8
Badlands National Park,NOUN,2018,bike,2
Badlands National Park,NOUN,2018,bikers,1
Badlands National Park,NOUN,2018,billions,1
Badlands National Park,NOUN,2018,billy,1
Badlands National Park,NOUN,2018,binoculars,1
Badlands National Park,NOUN,2018,binos,1
Badlands National Park,NOUN,2018,biology,1
Badlands National Park,NOUN,2018,birds,2
Badlands National Park,NOUN,2018,bison,29
Badlands National Park,NOUN,2018,bisons,1
Badlands National Park,NOUN,2018,black,10
Badlands National Park,NOUN,2018,blast,1
Badlands National Park,NOUN,2018,bloom,1
Badlands National Park,NOUN,2018,bluffs,2
Badlands National Park,NOUN,2018,boardwalk,3
Badlands National Park,NOUN,2018,boardwalks,4
Badlands National Park,NOUN,2018,bombing,1
Badlands National Park,NOUN,2018,bones,1
Badlands National Park,NOUN,2018,book,4
Badlands National Park,NOUN,2018,booth,1
Badlands National Park,NOUN,2018,boots,1
Badlands National Park,NOUN,2018,borders,1
Badlands National Park,NOUN,2018,bottle,1
Badlands National Park,NOUN,2018,bottles,1
Badlands National Park,NOUN,2018,bowl,1
Badlands National Park,NOUN,2018,breath,6
Badlands National Park,NOUN,2018,breathtaking,1
Badlands National Park,NOUN,2018,breeze,1
Badlands National Park,NOUN,2018,brice,1
Badlands National Park,NOUN,2018,brochure,1
Badlands National Park,NOUN,2018,brother,1
Badlands National Park,NOUN,2018,bryce,2
Badlands National Park,NOUN,2018,bucket,6
Badlands National Park,NOUN,2018,budget,1
Badlands National Park,NOUN,2018,buffalo,18
Badlands National Park,NOUN,2018,buffalos,2
Badlands National Park,NOUN,2018,buggy,1
Badlands National Park,NOUN,2018,bunch,1
Badlands National Park,NOUN,2018,bunches,1
Badlands National Park,NOUN,2018,bunnies,1
Badlands National Park,NOUN,2018,burrows,1
Badlands National Park,NOUN,2018,butte,1
Badlands National Park,NOUN,2018,buttes,5
Badlands National Park,NOUN,2018,byway)-it,1
Badlands National Park,NOUN,2018,cabin,3
Badlands National Park,NOUN,2018,cabins,4
Badlands National Park,NOUN,2018,cafe,2
Badlands National Park,NOUN,2018,camera,7
Badlands National Park,NOUN,2018,cameras,1
Badlands National Park,NOUN,2018,camp,4
Badlands National Park,NOUN,2018,campground,12
Badlands National Park,NOUN,2018,campgrounds,3
Badlands National Park,NOUN,2018,camping,1
Badlands National Park,NOUN,2018,campsite,1
Badlands National Park,NOUN,2018,canyon,9
Badlands National Park,NOUN,2018,canyons,6
Badlands National Park,NOUN,2018,capability,1
Badlands National Park,NOUN,2018,card,1
Badlands National Park,NOUN,2018,cards,2
Badlands National Park,NOUN,2018,care,2
Badlands National Park,NOUN,2018,cars,3
Badlands National Park,NOUN,2018,case,1
Badlands National Park,NOUN,2018,castle,5
Badlands National Park,NOUN,2018,castles,4
Badlands National Park,NOUN,2018,casts,1
Badlands National Park,NOUN,2018,catcher,1
Badlands National Park,NOUN,2018,cattle,1
Badlands National Park,NOUN,2018,cave,1
Badlands National Park,NOUN,2018,cedar,8
Badlands National Park,NOUN,2018,celebration,1
Badlands National Park,NOUN,2018,center,53
Badlands National Park,NOUN,2018,centers,2
Badlands National Park,NOUN,2018,centre,4
Badlands National Park,NOUN,2018,challenge,1
Badlands National Park,NOUN,2018,challenge.*the,1
Badlands National Park,NOUN,2018,chance,3
Badlands National Park,NOUN,2018,change,2
Badlands National Park,NOUN,2018,chapter,1
Badlands National Park,NOUN,2018,character,1
Badlands National Park,NOUN,2018,child,1
Badlands National Park,NOUN,2018,children,4
Badlands National Park,NOUN,2018,choice,1
Badlands National Park,NOUN,2018,chopper,1
Badlands National Park,NOUN,2018,circles,1
Badlands National Park,NOUN,2018,cite,1
Badlands National Park,NOUN,2018,city,11
Badlands National Park,NOUN,2018,civilisation,1
Badlands National Park,NOUN,2018,clay,1
Badlands National Park,NOUN,2018,cliche,1
Badlands National Park,NOUN,2018,clientele,1
Badlands National Park,NOUN,2018,cliff,10
Badlands National Park,NOUN,2018,cliffs,5
Badlands National Park,NOUN,2018,climb,3
Badlands National Park,NOUN,2018,climbing,2
Badlands National Park,NOUN,2018,clothing,1
Badlands National Park,NOUN,2018,coast,1
Badlands National Park,NOUN,2018,coaster,1
Badlands National Park,NOUN,2018,coffee,1
Badlands National Park,NOUN,2018,color,3
Badlands National Park,NOUN,2018,colors,20
Badlands National Park,NOUN,2018,colours,4
Badlands National Park,NOUN,2018,comments,1
Badlands National Park,NOUN,2018,commonsense,1
Badlands National Park,NOUN,2018,compositions,1
Badlands National Park,NOUN,2018,conata,1
Badlands National Park,NOUN,2018,conditioning,1
Badlands National Park,NOUN,2018,cooler,3
Badlands National Park,NOUN,2018,corn,1
Badlands National Park,NOUN,2018,corner,3
Badlands National Park,NOUN,2018,cost,3
Badlands National Park,NOUN,2018,country,7
Badlands National Park,NOUN,2018,country!took,1
Badlands National Park,NOUN,2018,couple,12
Badlands National Park,NOUN,2018,course,4
Badlands National Park,NOUN,2018,covering,1
Badlands National Park,NOUN,2018,coyote,3
Badlands National Park,NOUN,2018,coyotes,2
Badlands National Park,NOUN,2018,cracks,1
Badlands National Park,NOUN,2018,crags,1
Badlands National Park,NOUN,2018,crazy,2
Badlands National Park,NOUN,2018,creation,3
Badlands National Park,NOUN,2018,creations,1
Badlands National Park,NOUN,2018,creatures,1
Badlands National Park,NOUN,2018,creek,8
Badlands National Park,NOUN,2018,cross,1
Badlands National Park,NOUN,2018,crossroads,1
Badlands National Park,NOUN,2018,crowds,2
Badlands National Park,NOUN,2018,cruise,1
Badlands National Park,NOUN,2018,cultures,1
Badlands National Park,NOUN,2018,curves,4
Badlands National Park,NOUN,2018,custer,8
Badlands National Park,NOUN,2018,customer,1
Badlands National Park,NOUN,2018,cute,1
Badlands National Park,NOUN,2018,dakota,27
Badlands National Park,NOUN,2018,dakotas,1
Badlands National Park,NOUN,2018,dances,1
Badlands National Park,NOUN,2018,danger,1
Badlands National Park,NOUN,2018,daughter,3
Badlands National Park,NOUN,2018,days,11
Badlands National Park,NOUN,2018,daytrip,1
Badlands National Park,NOUN,2018,deal,1
Badlands National Park,NOUN,2018,decision--,1
Badlands National Park,NOUN,2018,deer,15
Badlands National Park,NOUN,2018,deers,1
Badlands National Park,NOUN,2018,definite,2
Badlands National Park,NOUN,2018,definitely,1
Badlands National Park,NOUN,2018,degrees,1
Badlands National Park,NOUN,2018,delight,1
Badlands National Park,NOUN,2018,dens,1
Badlands National Park,NOUN,2018,denver,1
Badlands National Park,NOUN,2018,deposits,1
Badlands National Park,NOUN,2018,depth,1
Badlands National Park,NOUN,2018,descent,1
Badlands National Park,NOUN,2018,desert,1
Badlands National Park,NOUN,2018,desires,1
Badlands National Park,NOUN,2018,desk,1
Badlands National Park,NOUN,2018,destination,2
Badlands National Park,NOUN,2018,destinations,1
Badlands National Park,NOUN,2018,details,1
Badlands National Park,NOUN,2018,detour,2
Badlands National Park,NOUN,2018,devil,1
Badlands National Park,NOUN,2018,devils,1
Badlands National Park,NOUN,2018,differnt,1
Badlands National Park,NOUN,2018,difficulty,1
Badlands National Park,NOUN,2018,dinner,3
Badlands National Park,NOUN,2018,dinnertime,1
Badlands National Park,NOUN,2018,direction,4
Badlands National Park,NOUN,2018,directions,1
Badlands National Park,NOUN,2018,dirt,6
Badlands National Park,NOUN,2018,disappointment,1
Badlands National Park,NOUN,2018,displays,5
Badlands National Park,NOUN,2018,distance,9
Badlands National Park,NOUN,2018,dogs,48
Badlands National Park,NOUN,2018,donkeys,1
Badlands National Park,NOUN,2018,door,10
Badlands National Park,NOUN,2018,doos,1
Badlands National Park,NOUN,2018,downside,1
Badlands National Park,NOUN,2018,drama,1
Badlands National Park,NOUN,2018,dream,3
Badlands National Park,NOUN,2018,drive,44
Badlands National Park,NOUN,2018,driving,3
Badlands National Park,NOUN,2018,drop,2
Badlands National Park,NOUN,2018,drug,6
Badlands National Park,NOUN,2018,dusk,2
Badlands National Park,NOUN,2018,dust,2
Badlands National Park,NOUN,2018,eagle,1
Badlands National Park,NOUN,2018,eagles,2
Badlands National Park,NOUN,2018,earth,8
Badlands National Park,NOUN,2018,east,6
Badlands National Park,NOUN,2018,effect,2
Badlands National Park,NOUN,2018,effects,2
Badlands National Park,NOUN,2018,effort,2
Badlands National Park,NOUN,2018,endeavor,1
Badlands National Park,NOUN,2018,entrance,20
Badlands National Park,NOUN,2018,entrances,4
Badlands National Park,NOUN,2018,entry,1
Badlands National Park,NOUN,2018,environments,1
Badlands National Park,NOUN,2018,erosion,5
Badlands National Park,NOUN,2018,evacuation,1
Badlands National Park,NOUN,2018,evening,8
Badlands National Park,NOUN,2018,evenings,1
Badlands National Park,NOUN,2018,everyone,7
Badlands National Park,NOUN,2018,everyones,1
Badlands National Park,NOUN,2018,everything,3
Badlands National Park,NOUN,2018,exception,1
Badlands National Park,NOUN,2018,excursion,1
Badlands National Park,NOUN,2018,excuse,1
Badlands National Park,NOUN,2018,exhbiit,1
Badlands National Park,NOUN,2018,exhibit,3
Badlands National Park,NOUN,2018,exhibits,3
Badlands National Park,NOUN,2018,exit,6
Badlands National Park,NOUN,2018,expanse,2
Badlands National Park,NOUN,2018,expectations,2
Badlands National Park,NOUN,2018,experience,11
Badlands National Park,NOUN,2018,experiences,1
Badlands National Park,NOUN,2018,exploration,2
Badlands National Park,NOUN,2018,extension,1
Badlands National Park,NOUN,2018,facilities,3
Badlands National Park,NOUN,2018,fact,2
Badlands National Park,NOUN,2018,facts,1
Badlands National Park,NOUN,2018,fall,1
Badlands National Park,NOUN,2018,falls,2
Badlands National Park,NOUN,2018,family,11
Badlands National Park,NOUN,2018,fashion,1
Badlands National Park,NOUN,2018,father,1
Badlands National Park,NOUN,2018,fauna,1
Badlands National Park,NOUN,2018,favorite,2
Badlands National Park,NOUN,2018,favorites,3
Badlands National Park,NOUN,2018,fear,2
Badlands National Park,NOUN,2018,fears,1
Badlands National Park,NOUN,2018,feature,1
Badlands National Park,NOUN,2018,features,3
Badlands National Park,NOUN,2018,feeling,3
Badlands National Park,NOUN,2018,feet,1
Badlands National Park,NOUN,2018,fence,1
Badlands National Park,NOUN,2018,fences,1
Badlands National Park,NOUN,2018,fiction,1
Badlands National Park,NOUN,2018,fields,3
Badlands National Park,NOUN,2018,film,6
Badlands National Park,NOUN,2018,finish,1
Badlands National Park,NOUN,2018,flatland,1
Badlands National Park,NOUN,2018,flatlands,1
Badlands National Park,NOUN,2018,flood,1
Badlands National Park,NOUN,2018,flora,1
Badlands National Park,NOUN,2018,flowers,1
Badlands National Park,NOUN,2018,fluids,1
Badlands National Park,NOUN,2018,flute,1
Badlands National Park,NOUN,2018,foliage,1
Badlands National Park,NOUN,2018,folks,1
Badlands National Park,NOUN,2018,food,6
Badlands National Park,NOUN,2018,foot,1
Badlands National Park,NOUN,2018,footing,1
Badlands National Park,NOUN,2018,foreboding,1
Badlands National Park,NOUN,2018,forecast,1
Badlands National Park,NOUN,2018,forest,1
Badlands National Park,NOUN,2018,formation,2
Badlands National Park,NOUN,2018,formations,37
Badlands National Park,NOUN,2018,fossil,10
Badlands National Park,NOUN,2018,fossils,4
Badlands National Park,NOUN,2018,foxes,1
Badlands National Park,NOUN,2018,freedom,1
Badlands National Park,NOUN,2018,friends,2
Badlands National Park,NOUN,2018,front,2
Badlands National Park,NOUN,2018,future,2
Badlands National Park,NOUN,2018,galore,1
Badlands National Park,NOUN,2018,game,2
Badlands National Park,NOUN,2018,gate,2
Badlands National Park,NOUN,2018,gatorade,1
Badlands National Park,NOUN,2018,gear,1
Badlands National Park,NOUN,2018,gems,1
Badlands National Park,NOUN,2018,geography,1
Badlands National Park,NOUN,2018,geology,6
Badlands National Park,NOUN,2018,gift,15
Badlands National Park,NOUN,2018,glad,1
Badlands National Park,NOUN,2018,goat,1
Badlands National Park,NOUN,2018,goats,10
Badlands National Park,NOUN,2018,gorges,2
Badlands National Park,NOUN,2018,grade,2
Badlands National Park,NOUN,2018,grand,5
Badlands National Park,NOUN,2018,grandchildren,2
Badlands National Park,NOUN,2018,grandparents,1
Badlands National Park,NOUN,2018,granola,1
Badlands National Park,NOUN,2018,grass,6
Badlands National Park,NOUN,2018,grassland,1
Badlands National Park,NOUN,2018,grasslands,5
Badlands National Park,NOUN,2018,gravel,9
Badlands National Park,NOUN,2018,great,2
Badlands National Park,NOUN,2018,ground,5
Badlands National Park,NOUN,2018,grounds,2
Badlands National Park,NOUN,2018,group,2
Badlands National Park,NOUN,2018,grownup,1
Badlands National Park,NOUN,2018,guide,2
Badlands National Park,NOUN,2018,guys,1
Badlands National Park,NOUN,2018,habitation,1
Badlands National Park,NOUN,2018,half,4
Badlands National Park,NOUN,2018,hand,2
Badlands National Park,NOUN,2018,harleys,1
Badlands National Park,NOUN,2018,hazard,1
Badlands National Park,NOUN,2018,head,1
Badlands National Park,NOUN,2018,heads,1
Badlands National Park,NOUN,2018,heard,1
Badlands National Park,NOUN,2018,heart,3
Badlands National Park,NOUN,2018,heat,4
Badlands National Park,NOUN,2018,herd,9
Badlands National Park,NOUN,2018,highlight,2
Badlands National Park,NOUN,2018,highlights,1
Badlands National Park,NOUN,2018,highlites,1
Badlands National Park,NOUN,2018,highway,8
Badlands National Park,NOUN,2018,hike,10
Badlands National Park,NOUN,2018,hikes,18
Badlands National Park,NOUN,2018,hiking,29
Badlands National Park,NOUN,2018,hill,2
Badlands National Park,NOUN,2018,hillocks,1
Badlands National Park,NOUN,2018,hills,18
Badlands National Park,NOUN,2018,hindsight,1
Badlands National Park,NOUN,2018,historic,1
Badlands National Park,NOUN,2018,history,9
Badlands National Park,NOUN,2018,hobbyist,1
Badlands National Park,NOUN,2018,holes,1
Badlands National Park,NOUN,2018,homicide,1
Badlands National Park,NOUN,2018,hoodoos,1
Badlands National Park,NOUN,2018,horn,25
Badlands National Park,NOUN,2018,horns,2
Badlands National Park,NOUN,2018,horse,2
Badlands National Park,NOUN,2018,horses,2
Badlands National Park,NOUN,2018,host,1
Badlands National Park,NOUN,2018,hotel,3
Badlands National Park,NOUN,2018,hour,20
Badlands National Park,NOUN,2018,hours,32
Badlands National Park,NOUN,2018,hues,1
Badlands National Park,NOUN,2018,humidity,2
Badlands National Park,NOUN,2018,hundreds,3
Badlands National Park,NOUN,2018,hunters,1
Badlands National Park,NOUN,2018,hunting,1
Badlands National Park,NOUN,2018,hurry,1
Badlands National Park,NOUN,2018,husband,9
Badlands National Park,NOUN,2018,hype,1
Badlands National Park,NOUN,2018,i-90,4
Badlands National Park,NOUN,2018,idea,3
Badlands National Park,NOUN,2018,imagination,1
Badlands National Park,NOUN,2018,impact,1
Badlands National Park,NOUN,2018,inch,1
Badlands National Park,NOUN,2018,indication,1
Badlands National Park,NOUN,2018,individuals,1
Badlands National Park,NOUN,2018,info,2
Badlands National Park,NOUN,2018,information,3
Badlands National Park,NOUN,2018,instagram,1
Badlands National Park,NOUN,2018,interest,2
Badlands National Park,NOUN,2018,interior,11
Badlands National Park,NOUN,2018,interior(pop,1
Badlands National Park,NOUN,2018,interstate,4
Badlands National Park,NOUN,2018,intro,1
Badlands National Park,NOUN,2018,iron,2
Badlands National Park,NOUN,2018,issue,2
Badlands National Park,NOUN,2018,issues,1
Badlands National Park,NOUN,2018,item,1
Badlands National Park,NOUN,2018,items,3
Badlands National Park,NOUN,2018,itinerary,1
Badlands National Park,NOUN,2018,jacket,1
Badlands National Park,NOUN,2018,jewelry,1
Badlands National Park,NOUN,2018,journey,1
Badlands National Park,NOUN,2018,july,7
Badlands National Park,NOUN,2018,june,6
Badlands National Park,NOUN,2018,junior,1
Badlands National Park,NOUN,2018,justice,7
Badlands National Park,NOUN,2018,kadoka,1
Badlands National Park,NOUN,2018,kansas,1
Badlands National Park,NOUN,2018,kids,17
Badlands National Park,NOUN,2018,kind,1
Badlands National Park,NOUN,2018,kinda,1
Badlands National Park,NOUN,2018,kinds,2
Badlands National Park,NOUN,2018,knee,1
Badlands National Park,NOUN,2018,knolls,1
Badlands National Park,NOUN,2018,knotty,1
Badlands National Park,NOUN,2018,ladder,7
Badlands National Park,NOUN,2018,lady,2
Badlands National Park,NOUN,2018,lakota,3
Badlands National Park,NOUN,2018,lambs,1
Badlands National Park,NOUN,2018,land,10
Badlands National Park,NOUN,2018,landmark,1
Badlands National Park,NOUN,2018,landmarks,1
Badlands National Park,NOUN,2018,lands,4
Badlands National Park,NOUN,2018,landscape,32
Badlands National Park,NOUN,2018,landscapes,12
Badlands National Park,NOUN,2018,landscaping,1
Badlands National Park,NOUN,2018,lanes,1
Badlands National Park,NOUN,2018,language,1
Badlands National Park,NOUN,2018,laural,1
Badlands National Park,NOUN,2018,layers,1
Badlands National Park,NOUN,2018,leash,1
Badlands National Park,NOUN,2018,ledge,1
Badlands National Park,NOUN,2018,legs,1
Badlands National Park,NOUN,2018,lends,1
Badlands National Park,NOUN,2018,length,3
Badlands National Park,NOUN,2018,lesson,2
Badlands National Park,NOUN,2018,level,1
Badlands National Park,NOUN,2018,levels,4
Badlands National Park,NOUN,2018,life,6
Badlands National Park,NOUN,2018,lifetime,1
Badlands National Park,NOUN,2018,light,3
Badlands National Park,NOUN,2018,lightning,3
Badlands National Park,NOUN,2018,lights,1
Badlands National Park,NOUN,2018,lime,1
Badlands National Park,NOUN,2018,limitations,1
Badlands National Park,NOUN,2018,list,10
Badlands National Park,NOUN,2018,loads,2
Badlands National Park,NOUN,2018,location,1
Badlands National Park,NOUN,2018,locations,4
Badlands National Park,NOUN,2018,lodge,7
Badlands National Park,NOUN,2018,long,1
Badlands National Park,NOUN,2018,look,5
